5695,5635,conifer,c4_6,429949.2789302848,491060.6702653122,auto
952,1538,deciduous,d14_6,429158.84709285886,491743.5661162859,auto
3236,303,deciduous,d14_6,429539.45674569544,491949.3239486314,auto
3382,252,deciduous,d14_6,429563.80052215606,491957.7913491395,auto
3510,219,deciduous,d14_6,429585.18070843886,491963.2951594697,auto
3647,179,deciduous,d14_6,429608.04268981057,491970.0690798761,auto
3781,318,deciduous,d14_6,429630.2696161442,491946.783728479,auto
3574,602,deciduous,d14_6,429595.7649590739,491899.5779706467,auto
3678,588,deciduous,d14_6,429613.1231301154,491901.90650578635,auto
5325,233,deciduous,deciduous,429887.7081595572,491960.9163982856,manual
5136,1479,deciduous,d14_6,429856.1375246963,491753.3036268702,auto
5706,1889,deciduous,d14_6,429951.18409539905,491684.92936776776,auto
5643,1879,deciduous,d14_6,429940.599844764,491686.62284786935,auto
5658,2323,deciduous,d14_6,429943.14006491646,491612.74477843667,auto
5640,2683,deciduous,d14_6,429940.17647473863,491552.62623482954,auto
5618,2886,deciduous,d14_6,429936.5778295227,491518.75663279736,auto
5795,3872,deciduous,d14_6,429966.00204628817,491354.48906294134,auto
5395,4058,deciduous,d14_6,429899.3212672873,491323.583051087,auto
5552,3966,deciduous,d14_6,429925.57020886225,491338.82437200146,auto
5345,4235,deciduous,d14_6,429891.065551792,491293.9471493088,auto
5677,2566,deciduous,d14_6,429946.31534010696,491572.1012559981,auto
5657,4312,deciduous,d14_6,429942.9283799037,491281.24604854675,auto
5624,4336,deciduous,d14_6,429937.4245695735,491277.2240333054,auto
5710,4284,deciduous,d14_6,429951.8191504372,491285.90311882616,auto
5804,4214,deciduous,d14_6,429967.4838413771,491297.5457945247,auto
5864,4177,deciduous,d14_6,429977.433036974,491303.68465989304,auto
5804,4214,deciduous,d14_6,429967.4838413771,491297.5457945247,auto
5657,4312,deciduous,d14_6,429942.9283799037,491281.24604854675,auto
5582,4517,deciduous,d14_6,429930.43896415434,491246.95307648915,auto
4790,5843,deciduous,d14_6,429798.5592012416,491025.9539232292,auto
4726,5872,deciduous,d14_6,429787.7632655938,491021.0851679371,auto
5014,5869,deciduous,d14_6,429835.81576347694,491021.7202229752,auto
448,5293,deciduous,d14_6,429074.80814281653,491117.6135337288,auto
603,5292,deciduous,d14_6,429100.63371436606,491117.8252187415,auto
939,5282,deciduous,d14_6,429156.73024273186,491119.5186988431,auto
772,5283,deciduous,d14_6,429128.7878210553,491119.3070138304,auto
115,3891,deciduous,d14_6,429019.3466694888,491351.3137877508,auto
2377,3092,deciduous,d14_6,429396.3576771095,491484.46366073977,auto
2444,2970,deciduous,d14_6,429407.57698278263,491504.7854219591,auto
2483,3027,deciduous,d14_6,429413.9275331637,491495.25959638756,auto
2277,3770,deciduous,d14_6,429379.6345611061,491371.4238639574,auto
2737,2180,deciduous,d14_6,429456.2645357039,491636.4534998592,auto
2705,2090,deciduous,d14_6,429450.97241038637,491651.48313576094,auto
2719,1618,deciduous,d14_6,429453.3009455261,491730.22996048577,auto
1089,5566,deciduous,d14_6,429181.7090742306,491072.1012559981,auto
