104,1060,conifer,c1_6,319017.4415043745,176823.15968106157,auto
104,1060,conifer,c1_6,319017.4415043745,176823.15968106157,auto
210,1138,conifer,c1_6,319035.2230454414,176810.2468952868,auto
419,1085,conifer,c1_6,319069.9393875244,176818.92598080757,auto
593,1040,conifer,c1_6,319098.9402342644,176826.5466412648,auto
593,1040,conifer,c1_6,319098.9402342644,176826.5466412648,auto
1560,1035,conifer,c1_6,319260.2442139427,176827.3933813156,auto
989,1074,conifer,c1_6,319164.9859582272,176820.83114592187,auto
989,1074,conifer,c1_6,319164.9859582272,176820.83114592187,auto
989,1074,conifer,c1_6,319164.9859582272,176820.83114592187,auto
989,1074,conifer,c1_6,319164.9859582272,176820.83114592187,auto
928,1112,conifer,c1_6,319154.82507761754,176814.48059554084,auto
477,1322,conifer,c1_6,319079.6768981086,176779.55256844516,auto
321,1563,conifer,c1_6,319053.6396415464,176739.33241603195,auto
321,1563,conifer,c1_6,319053.6396415464,176739.33241603195,auto
90,1807,conifer,c1_6,319015.1129692348,176698.68889359335,auto
113,1868,conifer,c1_6,319018.9232994634,176688.52801298368,auto
193,1776,conifer,c1_6,319032.2594552636,176703.76933389818,auto
275,1811,conifer,c1_6,319046.0189810892,176698.05383855524,auto
275,1811,conifer,c1_6,319046.0189810892,176698.05383855524,auto
946,3015,conifer,c1_6,319157.78866779536,176497.3764465146,auto
991,2972,conifer,c1_6,319165.4093282526,176504.57373694642,auto
1005,2861,conifer,c1_6,319167.7378633923,176522.99033305142,auto
1005,2861,conifer,c1_6,319167.7378633923,176522.99033305142,auto
991,2972,conifer,c1_6,319165.4093282526,176504.57373694642,auto
991,2972,conifer,c1_6,319165.4093282526,176504.57373694642,auto
946,3015,conifer,c1_6,319157.78866779536,176497.3764465146,auto
1097,2937,conifer,c1_6,319182.97918430675,176510.28923228936,auto
1159,2630,conifer,c1_6,319193.35174992913,176561.517005363,auto
1159,2630,conifer,c1_6,319193.35174992913,176561.517005363,auto
1159,2630,conifer,c1_6,319193.35174992913,176561.517005363,auto
1159,2630,conifer,c1_6,319193.35174992913,176561.517005363,auto
1376,2654,conifer,c1_6,319229.549887101,176557.49499012172,auto
1376,2654,conifer,c1_6,319229.549887101,176557.49499012172,auto
1510,2702,conifer,c1_6,319251.7768134346,176549.45095963907,auto
1620,2824,conifer,c1_6,319270.19340953964,176529.12919841975,auto
1620,2824,conifer,c1_6,319270.19340953964,176529.12919841975,auto
1620,2824,conifer,c1_6,319270.19340953964,176529.12919841975,auto
1620,2824,conifer,c1_6,319270.19340953964,176529.12919841975,auto
1564,2936,conifer,c1_6,319260.87926898076,176510.50091730207,auto
1564,2936,conifer,c1_6,319260.87926898076,176510.50091730207,auto
1505,3096,conifer,c1_6,319250.93007338385,176483.8286057017,auto
1505,3096,conifer,c1_6,319250.93007338385,176483.8286057017,auto
1505,3096,conifer,c1_6,319250.93007338385,176483.8286057017,auto
1501,3156,conifer,c1_6,319250.2950183457,176473.87941010477,auto
1505,3096,conifer,c1_6,319250.93007338385,176483.8286057017,auto
1322,3001,conifer,c1_6,319220.44743155484,176499.7049816543,auto
1322,3001,conifer,c1_6,319220.44743155484,176499.7049816543,auto
3167,3577,conifer,c1_6,319528.02575500956,176403.599985888,auto
199,2331,conifer,c1_6,319033.3178803271,176611.26298334778,auto
90,2128,conifer,c1_6,319015.1129692348,176645.13258537996,auto
3522,1118,deciduous,d13_6,319587.0858735532,176813.42217047734,auto
3522,1118,deciduous,d13_6,319587.0858735532,176813.42217047734,auto
3405,1136,deciduous,d13_6,319567.61085238465,176810.4585802995,auto
1891,1497,deciduous,d13_6,319315.282317245,176750.34003669242,auto
3614,1440,deciduous,d13_6,319602.53887948033,176759.86586226395,auto
2401,3043,deciduous,d13_6,319400.3796923508,176492.71937623518,auto
2403,3106,deciduous,d13_6,319400.5913773635,176482.13512560012,auto
2321,3154,deciduous,d13_6,319387.04353655066,176474.09109511747,auto
2643,3134,deciduous,deciduous,319440.80711010576,176477.3253676116,manual
2363,3527,deciduous,d13_6,319394.02914196975,176412.06738639605,auto
2363,3527,deciduous,d13_6,319394.02914196975,176412.06738639605,auto
2498,3439,deciduous,d13_6,319416.4677533161,176426.67365227244,auto
2498,3439,deciduous,d13_6,319416.4677533161,176426.67365227244,auto
2779,3295,deciduous,d13_6,319463.250141123,176450.59405870765,auto
1473,765,deciduous,d9_6,319245.6379480663,176872.27060400826,auto
1534,760,deciduous,deciduous,319255.9595917841,176872.98121127285,manual
1595,676,deciduous,d9_6,319265.9597092856,176887.08855489732,auto
1696,659,deciduous,deciduous,319282.90625223285,176889.9050285059,manual
1741,632,deciduous,deciduous,319290.46446187084,176894.3413689456,manual
1808,712,deciduous,deciduous,319301.63746742276,176881.03234762643,manual
1943,471,deciduous,d9_6,319323.9614027657,176921.3815269549,auto
2029,565,deciduous,d9_6,319338.35598362936,176905.71683601502,auto
2038,598,deciduous,d9_6,319339.83777871827,176900.2130256848,auto
2067,688,deciduous,deciduous,319344.8507094838,176884.97576135062,manual
2122,622,deciduous,d9_6,319353.80898955656,176896.19101044346,auto
2029,565,deciduous,d9_6,319338.35598362936,176905.71683601502,auto
2029,565,deciduous,d9_6,319338.35598362936,176905.71683601502,auto
2056,448,deciduous,d9_6,319342.8013688961,176925.19185718353,auto
2122,622,deciduous,d9_6,319353.80898955656,176896.19101044346,auto
2182,635,deciduous,d9_6,319363.75818515354,176894.07416031646,auto
