1083,97,conifer,c1_6,453229.24944,455979.46704,auto
142,781,deciduous,d14_6,453030.05856,455834.67792,auto
209,795,deciduous,d14_6,453044.24112,455831.7144,auto
426,709,deciduous,d14_6,453090.17568,455849.91888,auto
388,833,deciduous,d14_6,453082.13184,455823.67056,auto
336,817,deciduous,d14_6,453071.12448,455827.05744,auto
527,877,deciduous,d14_6,453111.55536,455814.35664,auto
650,941,deciduous,d14_6,453137.592,455800.80912,auto
809,998,deciduous,d14_6,453171.24912,455788.74336,auto
753,985,deciduous,d14_6,453159.39504,455791.4952,auto
650,941,deciduous,d14_6,453137.592,455800.80912,auto
943,974,deciduous,d14_6,453199.61424,455793.82368,auto
786,1139,deciduous,deciduous,453166.55116795615,455758.7092220944,manual
750,1440,deciduous,d14_6,453158.76,455695.1808,auto
91,1285,deciduous,d14_6,453019.26288,455727.9912,auto
72,1499,deciduous,d14_6,453015.24096,455682.69168,auto
115,1106,deciduous,d14_6,453024.3432,455765.88192,auto
120,1057,deciduous,d14_6,453025.4016,455776.25424,auto
1023,414,deciduous,d14_6,453216.54864,455912.36448,auto
959,387,deciduous,d14_6,453203.00112,455918.07984,auto
902,361,deciduous,d14_6,453190.93536,455923.58352,auto
855,335,deciduous,d14_6,453180.9864,455929.0872,auto
745,285,deciduous,d14_6,453157.7016,455939.6712,auto
595,228,deciduous,d14_6,453125.9496,455951.73696,auto
460,200,deciduous,d14_6,453097.3728,455957.664,auto
1549,173,deciduous,d14_6,453327.89232,455963.37936,auto
1901,134,deciduous,d14_6,453402.40368,455971.63488,auto
2156,262,deciduous,d14_6,453456.38208,455944.53984,auto
2213,278,deciduous,d14_6,453468.44784,455941.15296,auto
2134,533,deciduous,d14_6,453451.72512,455887.17456,auto
2108,667,deciduous,d14_6,453446.22144,455858.80944,auto
2344,308,deciduous,d14_6,453496.17792,455934.80256,auto
2372,65,deciduous,d14_6,453502.10496,455986.2408,auto
2434,330,deciduous,d14_6,453515.22912,455930.1456,auto
2549,360,deciduous,deciduous,453539.5872900207,455923.68306643865,manual
2677,363,deciduous,d14_6,453566.66736,455923.16016,auto
2784,316,deciduous,d14_6,453589.31712,455933.10912,auto
2775,220,deciduous,d14_6,453587.412,455953.4304,auto
2768,137,deciduous,d14_6,453585.93024,455970.99984,auto
2898,468,deciduous,d14_6,453613.44864,455900.93376,auto
3352,259,deciduous,deciduous,453709.63593150215,455944.99995425437,manual
3425,205,deciduous,deciduous,453725.1845456513,455956.45647398126,manual
3559,111,deciduous,deciduous,453753.5397372034,455976.341775847,manual
3291,558,deciduous,deciduous,453696.82915025135,455881.70217814227,manual
3317,606,deciduous,d14_6,453702.14256,455871.72192,auto
3359,666,deciduous,deciduous,453711.1907484064,455858.8707313213,manual
3401,727,deciduous,deciduous,453720.02865927806,455845.9820086288,manual
3482,729,deciduous,d14_6,453737.06976,455845.68528,auto
3525,706,deciduous,deciduous,453746.2556487548,455850.523692961,manual
3569,683,deciduous,deciduous,453755.5848897404,455855.351765508,manual
3621,635,deciduous,deciduous,453766.5504384424,455865.49878657295,manual
2957,1391,deciduous,deciduous,453626.1246258654,455705.4751964339,manual
2792,1415,deciduous,deciduous,453591.1001422524,455700.3200508517,manual
2593,1443,deciduous,d14_6,453548.88624,455694.54576,auto
2638,1437,deciduous,deciduous,453558.4484492374,455695.65555211593,manual
2693,1437,deciduous,deciduous,453570.1510505374,455695.73726651655,manual
1997,1554,deciduous,d14_6,453422.72496,455671.04928,auto
1961,1508,deciduous,deciduous,453415.1589476105,455680.6394515885,manual
2004,1262,deciduous,d14_6,453424.20672,455732.85984,auto
2032,1068,deciduous,deciduous,453430.21699360554,455773.80642210646,manual
1797,1587,deciduous,d14_6,453380.38896,455664.06384,auto
2093,1938,deciduous,deciduous,453443.1049994239,455589.68223337235,manual
1376,1659,deciduous,d14_6,453291.27168,455648.82288,auto
904,1740,deciduous,d14_6,453191.35872,455631.6768,auto
1014,1726,deciduous,d14_6,453214.64352,455634.64032,auto
758,1727,deciduous,d14_6,453160.45344,455634.42864,auto
741,1844,deciduous,d14_6,453156.85488,455609.66208,auto
482,1661,deciduous,d14_6,453102.02976,455648.39952,auto
679,1946,deciduous,d14_6,453143.73072,455588.07072,auto
834,1953,deciduous,d14_6,453176.54112,455586.58896,auto
876,1880,deciduous,d14_6,453185.43168,455602.0416,auto
906,1810,deciduous,d14_6,453191.78208,455616.8592,auto
821,1995,deciduous,deciduous,453173.91546050704,455577.5310401233,manual
772,2078,deciduous,d14_6,453163.41696,455560.12896,auto
742,2145,deciduous,d14_6,453157.06656,455545.9464,auto
622,2836,deciduous,d14_6,453131.66496,455399.67552,auto
185,3237,deciduous,d14_6,453039.1608,455314.79184,auto
210,3386,deciduous,d14_6,453044.4528,455283.25152,auto
158,3516,deciduous,d14_6,453033.44544,455255.73312,auto
123,3594,deciduous,d14_6,453026.03664,455239.22208,auto
71,3726,deciduous,d14_6,453015.02928,455211.28032,auto
366,3280,deciduous,d14_6,453077.47488,455305.6896,auto
645,3436,deciduous,d14_6,453136.5336,455272.66752,auto
645,3436,deciduous,d14_6,453136.5336,455272.66752,auto
567,3395,deciduous,d14_6,453120.02256,455281.3464,auto
516,3366,deciduous,d14_6,453109.22688,455287.48512,auto
622,3597,deciduous,d14_6,453131.66496,455238.58704,auto
584,3678,deciduous,d14_6,453123.62112,455221.44096,auto
533,3799,deciduous,d14_6,453112.82544,455195.82768,auto
562,3728,deciduous,d14_6,453118.96416,455210.85696,auto
505,3864,deciduous,d14_6,453106.8984,455182.06848,auto
505,3864,deciduous,d14_6,453106.8984,455182.06848,auto
358,4190,deciduous,d14_6,453075.78144,455113.0608,auto
176,4599,deciduous,d14_6,453037.25568,455026.48368,auto
132,4581,deciduous,d14_6,453027.94176,455030.29392,auto
87,4557,deciduous,d14_6,453018.41616,455035.37424,auto
1390,4638,deciduous,d14_6,453294.2352,455018.22816,auto
1440,4540,deciduous,d14_6,453304.8192,455038.9728,auto
1440,4540,deciduous,d14_6,453304.8192,455038.9728,auto
1517,4415,deciduous,d14_6,453321.11856,455065.4328,auto
1517,4415,deciduous,d14_6,453321.11856,455065.4328,auto
1654,4491,deciduous,d14_6,453350.11872,455049.34512,auto
1743,4538,deciduous,d14_6,453368.95824,455039.39616,auto
1743,4538,deciduous,d14_6,453368.95824,455039.39616,auto
1805,4576,deciduous,d14_6,453382.0824,455031.35232,auto
1929,4089,deciduous,d14_6,453408.33072,455134.44048,auto
2194,4239,deciduous,deciduous,453464.46158983686,455102.4896773696,manual
2753,4511,deciduous,d14_6,453582.75504,455045.11152,auto
2774,4572,deciduous,d14_6,453587.20032,455032.19904,auto
