5206,2685,conifer,c4_6,417867.78020039486,492552.41454981687,auto
194,1604,deciduous,d14_6,417032.4711402763,492732.5584956255,auto
194,1604,deciduous,d14_6,417032.4711402763,492732.5584956255,auto
436,1667,deciduous,d14_6,417072.9029777022,492721.97424499044,auto
519,1675,deciduous,d14_6,417086.66250352777,492720.7041349142,auto
584,1736,deciduous,d14_6,417097.4584391755,492710.54325430456,auto
349,1616,deciduous,d14_6,417058.2967118258,492730.4416454985,auto
660,1790,deciduous,d14_6,417110.1595399376,492701.4407987584,auto
727,1856,deciduous,d14_6,417121.3788456108,492690.43317809794,auto
779,1898,deciduous,d14_6,417130.0579311315,492683.44757267885,auto
481,1488,deciduous,d14_6,417080.31195314677,492751.8218317813,auto
513,1320,deciduous,d14_6,417085.60407846427,492779.76425345783,auto
571,1092,deciduous,d14_6,417095.3415890485,492817.867555744,auto
628,764,deciduous,d14_6,417104.86741462006,492872.4822890209,auto
464,125,deciduous,d14_6,417077.5600479816,492978.9598504096,auto
805,513,deciduous,d14_6,417134.2916313855,492914.39592153573,auto
805,513,deciduous,d14_6,417134.2916313855,492914.39592153573,auto
859,572,deciduous,d14_6,417143.39408693166,492904.44672593876,auto
923,689,deciduous,deciduous,417154.0069541578,492884.83572537947,manual
1008,797,deciduous,d14_6,417168.1612334177,492866.97847869067,auto
1051,781,deciduous,d14_6,417175.3585238495,492869.7303838558,auto
1214,891,deciduous,d14_6,417202.4542054753,492851.3137877508,auto
1164,861,deciduous,d14_6,417194.19848997996,492856.3942280556,auto
1299,871,deciduous,d14_6,417216.63710132625,492854.700747954,auto
1451,964,deciduous,d14_6,417242.0393028504,492839.24774202687,auto
1465,1035,deciduous,d14_6,417244.3678379901,492827.3933813156,auto
1566,1099,deciduous,d14_6,417261.0909539935,492816.59744566784,auto
1560,1031,deciduous,d14_6,417260.2442139427,492828.02843635366,auto
1724,1130,deciduous,d14_6,417287.5515805811,492811.517005363,auto
1720,1197,deciduous,d14_6,417286.916525543,492800.29769968987,auto
1820,1195,deciduous,d14_6,417303.4279565337,492800.7210697152,auto
1812,1259,deciduous,d14_6,417302.1578464575,492789.9251340675,auto
1959,1285,deciduous,d14_6,417326.7133079308,492785.6914338135,auto
2008,1384,deciduous,d14_6,417334.75733841344,492769.1800028228,auto
2063,1356,deciduous,deciduous,417344.1522839105,492773.82457096514,manual
2128,1323,deciduous,d14_6,417354.86741462006,492779.3408834324,auto
1867,334,deciduous,d14_6,417311.26030200365,492944.2435083266,auto
1607,316,deciduous,d14_6,417268.07655941264,492947.2070985044,auto
1483,308,deciduous,d14_6,417247.33142816793,492948.4772085806,auto
1243,302,deciduous,d14_6,417207.32296076743,492949.5356336441,auto
1144,295,deciduous,d14_6,417190.8115297767,492950.59405870765,auto
1022,318,deciduous,d14_6,417170.4897685574,492946.783728479,auto
2194,584,deciduous,d14_6,417365.87503528054,492902.5415608245,auto
2253,99,deciduous,d14_6,417375.6125458648,492983.40523567627,auto
2563,99,deciduous,d14_6,417427.26368896384,492983.40523567627,auto
2645,114,deciduous,d14_6,417441.0232147894,492980.86501552386,auto
3137,651,deciduous,deciduous,417523.12823992665,492891.2996063421,manual
3116,854,deciduous,d14_6,417519.5583545015,492857.4526531191,auto
3088,999,deciduous,d14_6,417514.9012842221,492833.3205616712,auto
3059,1177,deciduous,d14_6,417510.03252893,492803.68465989304,auto
3030,1381,deciduous,d14_6,417505.16377363785,492769.6033728482,auto
3008,1508,deciduous,d14_6,417501.56512842193,492748.43487157807,auto
3006,1559,deciduous,d14_6,417501.1417583965,492739.96747107,auto
3401,1032,deciduous,d14_6,417566.97579734656,492827.816751341,auto
3607,1047,deciduous,d14_6,417601.26876940415,492825.2765311886,auto
4087,1080,deciduous,d14_6,417681.28570420516,492819.77272085834,auto
4154,1093,deciduous,deciduous,417692.5286631817,492817.64649932843,manual
4198,1155,deciduous,d14_6,417699.91398532287,492807.28330510895,auto
4197,1285,deciduous,d14_6,417699.70230031013,492785.6914338135,auto
4256,1331,deciduous,deciduous,417709.46858499496,492777.8740987205,manual
4174,1503,deciduous,d14_6,417695.89197008155,492749.2816116289,auto
4167,1557,deciduous,d14_6,417694.6218600053,492740.3908410954,auto
4179,1621,deciduous,d14_6,417696.73871013237,492729.5949054477,auto
4195,500,deciduous,d14_6,417699.2789302848,492916.51277166273,auto
4261,290,deciduous,d14_6,417710.2865509452,492951.4407987584,auto
4312,280,deciduous,d14_6,417718.75395145325,492953.13427886006,auto
4148,233,deciduous,d14_6,417691.4465848148,492960.96662433,auto
4141,176,deciduous,d14_6,417690.3881597513,492970.49244990153,auto
4797,172,deciduous,d14_6,417799.6176263051,492971.1275049396,auto
5203,261,deciduous,d14_6,417867.35683036945,492956.30955405056,auto
5203,261,deciduous,d14_6,417867.35683036945,492956.30955405056,auto
5292,290,deciduous,d14_6,417882.1747812585,492951.4407987584,auto
5371,326,deciduous,d14_6,417895.299252046,492945.51361840277,auto
5417,396,deciduous,d14_6,417902.9199125032,492933.8709427042,auto
5461,452,deciduous,d14_6,417910.3288879478,492924.5568021454,auto
5526,502,deciduous,d14_6,417921.1248235955,492916.0894016373,auto
5594,551,deciduous,d14_6,417932.5558142814,492908.0453711547,auto
4653,496,deciduous,deciduous,417775.7563319652,492917.0770338654,manual
4652,660,deciduous,d14_6,417775.48553485714,492889.8404600624,auto
4646,878,deciduous,d14_6,417774.42710979364,492853.43063787784,auto
