4356,781,conifer,c1_6,425922.07808,465834.67792,auto
1450,2082,deciduous,d17_4,425306.936,465559.28224,auto
1653,2194,deciduous,d17_4,425349.90704,465535.57408,auto
1479,2522,deciduous,d17_4,425313.07472,465466.14304,auto
1800,2423,deciduous,d17_4,425381.024,465487.09936,auto
1910,2531,deciduous,d17_4,425404.3088,465464.23792,auto
2023,2616,deciduous,d17_4,425428.22864,465446.24512,auto
2174,2656,deciduous,d17_4,425460.19232,465437.77792,auto
2255,2704,deciduous,d17_4,425477.3384,465427.61728,auto
2453,2404,deciduous,deciduous,425519.44303980283,465490.97568104154,manual
2271,2148,deciduous,d17_4,425480.72528,465545.31136,auto
2257,2080,deciduous,d17_4,425477.76176,465559.7056,auto
2247,1946,deciduous,d17_4,425475.64496,465588.07072,auto
2271,1594,deciduous,deciduous,425480.8593555724,465662.53845147137,manual
2289,1444,deciduous,deciduous,425484.5419559957,465694.20779032377,manual
2282,1364,deciduous,d17_4,425483.05376,465711.26848,auto
2216,1361,deciduous,d17_4,425469.08288,465711.90352,auto
1794,1328,deciduous,deciduous,425379.9593356586,465718.7171202128,manual
1807,1230,deciduous,deciduous,425382.53734922514,465739.5027080972,manual
2716,1371,deciduous,deciduous,425575.1310915088,465709.67388198234,manual
2821,1315,deciduous,deciduous,425597.3081680443,465721.580768057,manual
2823,1235,deciduous,deciduous,425597.5943435272,465738.39716482733,manual
2814,1171,deciduous,deciduous,425595.7531526873,465752.0223582125,manual
3117,1228,deciduous,deciduous,425659.82830914785,465739.8699269184,manual
3118,1291,deciduous,deciduous,425660.1965082151,465726.6129872871,manual
3132,1368,deciduous,deciduous,425663.1424343396,465710.4100518023,manual
3134,1526,deciduous,deciduous,425663.5105582135,465676.8994564874,manual
3141,1601,deciduous,deciduous,425664.9834925657,465661.06477475853,manual
3139,1679,deciduous,deciduous,425664.615182759,465644.49360329367,manual
3146,1731,deciduous,deciduous,425666.08813488425,465633.4461492704,manual
3022,1880,deciduous,deciduous,425639.86023698404,465601.981843906,manual
3074,1857,deciduous,d17_4,425650.70432,465606.91024,auto
3163,2016,deciduous,d17_4,425669.54384,465573.25312,auto
3580,1767,deciduous,deciduous,425757.8229921766,465625.9584295063,manual
3634,1847,deciduous,d17_4,425769.24512,465609.02704,auto
3666,1901,deciduous,d17_4,425776.01888,465597.59632,auto
3859,1406,deciduous,d17_4,425816.87312,465702.37792,auto
3879,1349,deciduous,d17_4,425821.10672,465714.44368,auto
3901,1305,deciduous,deciduous,425825.7852120768,465723.70725119486,manual
3879,1248,deciduous,deciduous,425821.2027833013,465735.695977475,manual
3838,1139,deciduous,deciduous,425812.44664689456,465758.81410402386,manual
3819,1072,deciduous,deciduous,425808.600739298,465773.01172024384,manual
3798,1021,deciduous,deciduous,425804.14052925125,465783.8546153666,manual
3927,1386,deciduous,deciduous,425831.39080603793,465706.6045223124,manual
3948,1438,deciduous,deciduous,425835.72800267383,465695.4751165736,manual
3973,1508,deciduous,deciduous,425841.00624521024,465680.5812803684,manual
4004,1605,deciduous,deciduous,425847.63423291664,465660.0823556312,manual
3592,1077,deciduous,deciduous,425760.36020987324,465771.90715448966,manual
2826,1129,deciduous,deciduous,425598.3309234935,465760.8603074867,manual
2803,1072,deciduous,deciduous,425593.54374090565,465773.0125186696,manual
2734,1056,deciduous,deciduous,425578.8138218128,465776.3268079235,manual
1816,885,deciduous,deciduous,425384.41972675966,465812.5388751365,manual
1825,1022,deciduous,deciduous,425386.42435328604,465783.56986505736,manual
1827,1141,deciduous,d17_4,425386.73936,465758.47312,auto
512,103,deciduous,deciduous,425108.47936175345,465978.0879326151,manual
951,296,deciduous,deciduous,425201.35992717877,465937.252709878,manual
2125,663,deciduous,deciduous,425449.927231061,465859.5513988752,manual
2148,578,deciduous,deciduous,425454.7145257561,465877.59554707457,manual
2175,467,deciduous,deciduous,425460.4837645791,465900.99992507853,manual
2203,343,deciduous,deciduous,425466.4986554413,465927.3090218243,manual
2416,195,deciduous,d17_4,425511.41888,465958.7224,auto
2473,205,deciduous,d17_4,425523.48464,465956.6056,auto
2542,216,deciduous,d17_4,425538.09056,465954.27712,auto
2610,249,deciduous,deciduous,425552.6688279464,465947.19410930655,manual
2723,273,deciduous,deciduous,425576.60494732735,465942.0385444461,manual
2797,291,deciduous,deciduous,425592.0713616232,465938.3560041742,manual
2888,237,deciduous,d17_4,425611.33184,465949.83184,auto
2838,596,deciduous,deciduous,425600.82713359076,465873.78990197135,manual
3141,571,deciduous,deciduous,425665.0658474154,465879.0677513601,manual
3125,411,deciduous,deciduous,425661.670193141,465912.9466141013,manual
3286,363,deciduous,d17_4,425695.58048,465923.16016,auto
3466,334,deciduous,deciduous,425733.8469171429,465929.1492706813,manual
3645,449,deciduous,deciduous,425771.6129071498,465904.88581977243,manual
3764,252,deciduous,d17_4,425796.76352,465946.65664,auto
3870,110,deciduous,d17_4,425819.2016,465976.7152,auto
4019,359,deciduous,deciduous,425850.94985260675,465923.9933599221,manual
4082,324,deciduous,deciduous,425864.20681820734,465931.3582764064,manual
3964,216,deciduous,deciduous,425839.1660195991,465954.1897630538,manual
4325,468,deciduous,d17_4,425915.516,465900.93376,auto
4325,468,deciduous,d17_4,425915.516,465900.93376,auto
4550,468,deciduous,deciduous,425963.26549337024,465900.79330096475,manual
4574,401,deciduous,d17_4,425968.22432,465915.11632,auto
4649,264,deciduous,d17_4,425984.10032,465944.11648,auto
4444,617,deciduous,d17_4,425940.70592,465869.39344,auto
4292,600,deciduous,d17_4,425908.53056,465872.992,auto
4190,619,deciduous,deciduous,425886.95623221295,465868.83792941825,manual
3908,575,deciduous,deciduous,425827.38198911905,465878.24892103137,manual
4015,667,deciduous,d17_4,425849.8952,465858.80944,auto
4137,695,deciduous,d17_4,425875.72016,465852.8824,auto
4628,700,deciduous,deciduous,425979.836484354,465851.8162175196,manual
4574,861,deciduous,deciduous,425968.4206603736,465817.56916938897,manual
4644,860,deciduous,d17_4,425983.04192,465817.9552,auto
4654,917,deciduous,d17_4,425985.15872,465805.88944,auto
4588,955,deciduous,deciduous,425971.36657282466,465797.6837510542,manual
4606,1060,deciduous,deciduous,425975.0489736426,465775.5888402751,manual
4480,1023,deciduous,d17_4,425948.3264,465783.45136,auto
4616,1187,deciduous,deciduous,425977.2583635477,465748.70670725894,manual
4580,1223,deciduous,deciduous,425969.52512085426,465740.97352198267,manual
