488,876,conifer,c4_6,480103.29984,463814.56832,auto
970,444,deciduous,d13_6,480205.3296,463906.01408,auto
1047,218,deciduous,d13_6,480221.62896,463953.85376,auto
1135,359,deciduous,d13_6,480240.2568,463924.00688,auto
1135,359,deciduous,d13_6,480240.2568,463924.00688,auto
1148,414,deciduous,d13_6,480243.00864,463912.36448,auto
1084,430,deciduous,d13_6,480229.46112,463908.9776,auto
1120,459,deciduous,d13_6,480237.0816,463902.83888,auto
1077,483,deciduous,deciduous,480228.06578306196,463897.68606207526,manual
1119,558,deciduous,d13_6,480236.86992,463881.88256,auto
1150,613,deciduous,d13_6,480243.432,463870.24016,auto
1208,590,deciduous,d13_6,480255.70944,463875.1088,auto
1189,468,deciduous,d13_6,480251.68752,463900.93376,auto
1119,558,deciduous,d13_6,480236.86992,463881.88256,auto
1231,421,deciduous,d13_6,480260.57808,463910.88272,auto
1214,248,deciduous,d13_6,480256.97952,463947.50336,auto
1142,197,deciduous,d13_6,480241.73856,463958.29904,auto
1251,212,deciduous,d13_6,480264.81168,463955.12384,auto
1187,199,deciduous,d13_6,480251.26416,463957.87568,auto
1266,363,deciduous,d13_6,480267.98688,463923.16016,auto
1343,263,deciduous,d13_6,480284.28624,463944.32816,auto
1363,322,deciduous,d13_6,480288.51984,463931.83904,auto
1363,322,deciduous,d13_6,480288.51984,463931.83904,auto
1417,278,deciduous,d13_6,480299.95056,463941.15296,auto
1492,265,deciduous,d13_6,480315.82656,463943.9048,auto
1539,235,deciduous,d13_6,480325.77552,463950.2552,auto
1650,214,deciduous,d13_6,480349.272,463954.70048,auto
1731,243,deciduous,d13_6,480366.41808,463948.56176,auto
1802,192,deciduous,d13_6,480381.44736,463959.35744,auto
1825,261,deciduous,d13_6,480386.316,463944.75152,auto
1731,243,deciduous,d13_6,480366.41808,463948.56176,auto
1737,297,deciduous,d13_6,480367.68816,463937.13104,auto
1737,297,deciduous,d13_6,480367.68816,463937.13104,auto
1654,287,deciduous,d13_6,480350.11872,463939.24784,auto
1569,304,deciduous,d13_6,480332.12592,463935.64928,auto
1569,304,deciduous,d13_6,480332.12592,463935.64928,auto
1426,368,deciduous,d13_6,480301.85568,463922.10176,auto
1420,414,deciduous,d13_6,480300.5856,463912.36448,auto
1345,430,deciduous,d13_6,480284.7096,463908.9776,auto
1389,467,deciduous,d13_6,480294.02352,463901.14544,auto
1324,512,deciduous,d13_6,480280.26432,463891.61984,auto
1479,444,deciduous,d13_6,480313.07472,463906.01408,auto
1530,410,deciduous,d13_6,480323.8704,463913.2112,auto
1593,404,deciduous,d13_6,480337.20624,463914.48128,auto
1673,448,deciduous,d13_6,480354.14064,463905.16736,auto
1461,558,deciduous,d13_6,480309.26448,463881.88256,auto
1399,539,deciduous,d13_6,480296.14032,463885.90448,auto
1380,620,deciduous,d13_6,480292.1184,463868.7584,auto
1442,645,deciduous,d13_6,480305.24256,463863.4664,auto
1387,692,deciduous,d13_6,480293.60016,463853.51744,auto
1350,741,deciduous,d13_6,480285.768,463843.14512,auto
1477,701,deciduous,d13_6,480312.65136,463851.61232,auto
1544,734,deciduous,d13_6,480326.83392,463844.62688,auto
1523,799,deciduous,d13_6,480322.38864,463830.86768,auto
1397,845,deciduous,d13_6,480295.71696,463821.1304,auto
1475,938,deciduous,d13_6,480312.228,463801.44416,auto
1544,956,deciduous,d13_6,480326.83392,463797.63392,auto
1589,1041,deciduous,d13_6,480336.35952,463779.64112,auto
1712,1165,deciduous,d13_6,480362.39616,463753.3928,auto
1819,1163,deciduous,d13_6,480385.04592,463753.81616,auto
1799,1243,deciduous,d13_6,480380.81232,463736.88176,auto
1819,1163,deciduous,d13_6,480385.04592,463753.81616,auto
1870,1130,deciduous,d13_6,480395.8416,463760.8016,auto
1870,1130,deciduous,d13_6,480395.8416,463760.8016,auto
1933,1081,deciduous,d13_6,480409.17744,463771.17392,auto
1955,969,deciduous,d13_6,480413.8344,463794.88208,auto
2021,969,deciduous,d13_6,480427.80528,463794.88208,auto
1992,876,deciduous,d13_6,480421.66656,463814.56832,auto
2051,793,deciduous,d13_6,480434.15568,463832.13776,auto
2087,892,deciduous,d13_6,480441.77616,463811.18144,auto
1785,595,deciduous,d13_6,480377.8488,463874.0504,auto
1976,720,deciduous,d13_6,480418.27968,463847.5904,auto
1696,552,deciduous,d13_6,480359.00928,463883.15264,auto
1672,627,deciduous,d13_6,480353.92896,463867.27664,auto
1647,727,deciduous,d13_6,480348.63696,463846.10864,auto
1647,727,deciduous,d13_6,480348.63696,463846.10864,auto
1647,727,deciduous,d13_6,480348.63696,463846.10864,auto
1727,772,deciduous,d13_6,480365.57136,463836.58304,auto
2037,502,deciduous,d13_6,480431.19216,463893.73664,auto
2087,243,deciduous,d13_6,480441.77616,463948.56176,auto
1945,254,deciduous,d13_6,480411.7176,463946.23328,auto
1881,270,deciduous,d13_6,480398.17008,463942.8464,auto
1055,148,deciduous,d13_6,480223.3224,463968.67136,auto
921,54,deciduous,d13_6,480194.95728,463988.56928,auto
841,153,deciduous,d13_6,480178.02288,463967.61296,auto
794,209,deciduous,d13_6,480168.07392,463955.75888,auto
1162,138,deciduous,d13_6,480245.97216,463970.78816,auto
1358,67,deciduous,d13_6,480287.46144,463985.81744,auto
1327,184,deciduous,d13_6,480280.89936,463961.05088,auto
1370,158,deciduous,d13_6,480290.0016,463966.55456,auto
1412,110,deciduous,d13_6,480298.89216,463976.7152,auto
1423,182,deciduous,d13_6,480301.22064,463961.47424,auto
1498,128,deciduous,d13_6,480317.09664,463972.90496,auto
1661,102,deciduous,d13_6,480351.60048,463978.40864,auto
1622,155,deciduous,d13_6,480343.34496,463967.1896,auto
1793,64,deciduous,d13_6,480379.54224,463986.45248,auto
1938,86,deciduous,d13_6,480410.23584,463981.79552,auto
1966,162,deciduous,d13_6,480416.16288,463965.70784,auto
2059,62,deciduous,d13_6,480435.84912,463986.87584,auto
1892,167,deciduous,d13_6,480400.49856,463964.64944,auto
2448,498,deciduous,d13_6,480518.19264,463894.58336,auto
2436,571,deciduous,d13_6,480515.65248,463879.13072,auto
2756,500,deciduous,d13_6,480583.39008,463894.16,auto
2786,446,deciduous,d13_6,480589.74048,463905.59072,auto
3518,248,deciduous,d13_6,480744.69024,463947.50336,auto
3362,370,deciduous,d13_6,480711.66816,463921.6784,auto
3606,351,deciduous,d13_6,480763.31808,463925.70032,auto
3666,340,deciduous,d13_6,480776.01888,463928.0288,auto
3795,248,deciduous,d13_6,480803.3256,463947.50336,auto
3782,203,deciduous,d13_6,480800.57376,463957.02896,auto
3782,203,deciduous,d13_6,480800.57376,463957.02896,auto
3928,163,deciduous,d13_6,480831.47904,463965.49616,auto
3870,196,deciduous,d13_6,480819.2016,463958.51072,auto
3996,150,deciduous,d13_6,480845.87328,463968.248,auto
4053,135,deciduous,d13_6,480857.93904,463971.4232,auto
4030,74,deciduous,d13_6,480853.0704,463984.33568,auto
4176,92,deciduous,d13_6,480883.97568,463980.52544,auto
4634,625,deciduous,d13_6,480980.92512,463867.7,auto
4616,968,deciduous,d13_6,480977.11488,463795.09376,auto
4559,1100,deciduous,d13_6,480965.04912,463767.152,auto
4163,1532,deciduous,d13_6,480881.22384,463675.70624,auto
4614,1634,deciduous,d13_6,480976.69152,463654.11488,auto
3578,1730,deciduous,d13_6,480757.39104,463633.7936,auto
3397,1747,deciduous,d13_6,480719.07696,463630.19504,auto
3638,1895,deciduous,d13_6,480770.09184,463598.8664,auto
3588,1858,deciduous,d13_6,480759.50784,463606.69856,auto
4444,1772,deciduous,d13_6,480940.70592,463624.90304,auto
4161,1807,deciduous,d13_6,480880.80048,463617.49424,auto
4024,1800,deciduous,d13_6,480851.80032,463618.976,auto
4482,1935,deciduous,d13_6,480948.74976,463590.3992,auto
4446,2028,deciduous,d13_6,480941.12928,463570.71296,auto
4507,2180,deciduous,d13_6,480954.04176,463538.5376,auto
4598,2253,deciduous,d13_6,480973.30464,463523.08496,auto
4548,2446,deciduous,d13_6,480962.72064,463482.23072,auto
4415,2335,deciduous,d13_6,480934.5672,463505.7272,auto
4531,2745,deciduous,d13_6,480959.12208,463418.9384,auto
4368,2673,deciduous,d13_6,480924.61824,463434.17936,auto
4358,2724,deciduous,d13_6,480922.50144,463423.38368,auto
4474,2696,deciduous,d13_6,480947.05632,463429.31072,auto
4641,2869,deciduous,d13_6,480982.40688,463392.69008,auto
3788,2652,deciduous,d13_6,480801.84384,463438.62464,auto
3788,2652,deciduous,d13_6,480801.84384,463438.62464,auto
3729,2601,deciduous,d13_6,480789.35472,463449.42032,auto
3620,2816,deciduous,d13_6,480766.2816,463403.90912,auto
4337,3982,deciduous,d13_6,480918.05616,463157.09024,auto
4470,3998,deciduous,d13_6,480946.2096,463153.70336,auto
4538,3993,deciduous,d13_6,480960.60384,463154.76176,auto
4538,3993,deciduous,d13_6,480960.60384,463154.76176,auto
4627,4016,deciduous,d13_6,480979.44336,463149.89312,auto
3709,3806,deciduous,d13_6,480785.12112,463194.34592,auto
3381,2658,deciduous,d13_6,480715.69008,463437.35456,auto
3381,2658,deciduous,d13_6,480715.69008,463437.35456,auto
1019,1445,deciduous,d13_6,480215.70192,463694.1224,auto
857,1481,deciduous,deciduous,480181.5017890594,463686.3523417511,manual
568,1520,deciduous,d13_6,480120.23424,463678.2464,auto
509,1525,deciduous,d13_6,480107.74512,463677.188,auto
249,1559,deciduous,d13_6,480052.70832,463669.99088,auto
159,1587,deciduous,d13_6,480033.65712,463664.06384,auto
