2492,4224,conifer,c1_6,490527.50656,444105.86368,auto
3042,224,deciduous,d20_4,490643.93056,444952.58368,auto
4288,3624,deciduous,d20_4,490907.68384,444232.87168,auto
3847,3841,deciduous,d20_4,490814.33296,444186.93712,auto
3359,3892,deciduous,d20_4,490711.03312,444176.14144,auto
2409,3701,deciduous,d20_4,490509.93712,444216.57232,auto
2276,3860,deciduous,d20_4,490481.78368,444182.9152,auto
1967,4231,deciduous,d20_4,490416.37456,444104.38192,auto
2211,4108,deciduous,deciduous,490468.0518405701,444130.27458917216,manual
2273,4019,deciduous,d20_4,490481.14864,444149.25808,auto
2307,3978,deciduous,d20_4,490488.34576,444157.93696,auto
2342,3932,deciduous,d20_4,490495.75456,444167.67424,auto
2573,4276,deciduous,d20_4,490544.65264,444094.85632,auto
2196,3960,deciduous,d20_4,490464.84928,444161.7472,auto
1668,4590,deciduous,d20_4,490353.08224,444028.3888,auto
1320,4289,deciduous,d20_4,490279.4176,444092.10448,auto
1238,3923,deciduous,d20_4,490262.05984,444169.57936,auto
1050,3099,deciduous,d20_4,490222.264,444344.00368,auto
2828,3202,deciduous,d20_4,490598.63104,444322.20064,auto
2933,3338,deciduous,d20_4,490620.85744,444293.41216,auto
2239,4067,deciduous,deciduous,490474.01670752506,444138.9431975213,manual
2507,4273,deciduous,d14_6,490530.68176,444095.49136,auto
2560,4157,deciduous,d14_6,490541.9008,444120.04624,auto
2399,4271,fruit,f3_4,490507.82032,444095.91472,auto
2399,4271,fruit,f3_4,490507.82032,444095.91472,auto
2463,4228,fruit,fruit,490521.5705606639,444104.98807657266,manual
