1085,1304,deciduous,d9_6,510229.6728,469723.96928,auto
1080,1121,deciduous,d9_6,510228.6144,469762.70672,auto
1040,518,deciduous,d9_6,510220.1472,469890.34976,auto
1005,199,deciduous,d9_6,510212.7384,469957.87568,auto
3331,967,deciduous,d9_6,510705.10608,469795.30544,auto
3332,1057,deciduous,d9_6,510705.31776,469776.25424,auto
3326,1310,deciduous,d9_6,510704.04768,469722.6992,auto
3321,1452,deciduous,d9_6,510702.98928,469692.64064,auto
3316,1547,deciduous,d9_6,510701.93088,469672.53104,auto
3189,3682,deciduous,d9_6,510675.04752,469220.59424,auto
3194,3739,deciduous,d9_6,510676.10592,469208.52848,auto
3238,4019,deciduous,d9_6,510685.41984,469149.25808,auto
3263,4123,deciduous,d9_6,510690.71184,469127.24336,auto
3243,4246,deciduous,d9_6,510686.47824,469101.20672,auto
3243,4246,deciduous,d9_6,510686.47824,469101.20672,auto
3201,4256,deciduous,d9_6,510677.58768,469099.08992,auto
1076,4616,deciduous,d9_6,510227.76768,469022.88512,auto
945,4640,deciduous,d9_6,510200.0376,469017.8048,auto
834,4661,deciduous,d9_6,510176.54112,469013.35952,auto
768,2186,deciduous,d9_6,510162.57024,469537.26752,auto
601,2202,deciduous,d9_6,510127.21968,469533.88064,auto
