2473,981,conifer,c4_6,464523.48464,429792.34192,auto
313,389,deciduous,d9_6,464066.25584,429917.65648,auto
313,389,deciduous,d9_6,464066.25584,429917.65648,auto
333,499,deciduous,d9_6,464070.48944,429894.37168,auto
325,558,deciduous,deciduous,464068.81089651416,429881.76575230056,manual
517,557,deciduous,d9_6,464109.43856,429882.09424,auto
638,780,deciduous,d9_6,464135.05184,429834.8896,auto
863,991,deciduous,d9_6,464182.67984,429790.22512,auto
863,991,deciduous,d9_6,464182.67984,429790.22512,auto
950,1066,deciduous,d9_6,464201.096,429774.34912,auto
1070,1175,deciduous,d9_6,464226.4976,429751.276,auto
870,401,deciduous,d9_6,464184.1616,429915.11632,auto
966,478,deciduous,d9_6,464204.48288,429898.81696,auto
1007,566,deciduous,d9_6,464213.16176,429880.18912,auto
1215,723,deciduous,d9_6,464257.1912,429846.95536,auto
1269,769,deciduous,d9_6,464268.62192,429837.21808,auto
1376,860,deciduous,d9_6,464291.27168,429817.9552,auto
1376,860,deciduous,d9_6,464291.27168,429817.9552,auto
1469,940,deciduous,d9_6,464310.95792,429801.0208,auto
1469,940,deciduous,d9_6,464310.95792,429801.0208,auto
1741,981,deciduous,d9_6,464368.53488,429792.34192,auto
1769,852,deciduous,d9_6,464374.46192,429819.64864,auto
1792,775,deciduous,d9_6,464379.33056,429835.948,auto
1792,775,deciduous,d9_6,464379.33056,429835.948,auto
1805,726,deciduous,d9_6,464382.0824,429846.32032,auto
1817,660,deciduous,d9_6,464384.62256,429860.2912,auto
1831,605,deciduous,deciduous,464387.6321312147,429871.9171041029,manual
1846,561,deciduous,deciduous,464390.9463998815,429881.12329877575,manual
1869,504,deciduous,deciduous,464395.73367259366,429893.275474212,manual
1895,419,deciduous,d9_6,464401.1336,429911.30608,auto
1895,419,deciduous,d9_6,464401.1336,429911.30608,auto
1895,419,deciduous,d9_6,464401.1336,429911.30608,auto
1940,335,deciduous,deciduous,464410.8319845547,429928.9955012293,manual
1964,252,deciduous,d9_6,464415.73952,429946.65664,auto
1964,252,deciduous,d9_6,464415.73952,429946.65664,auto
1984,197,deciduous,d9_6,464419.97312,429958.29904,auto
2006,147,deciduous,d9_6,464424.63008,429968.88304,auto
1984,197,deciduous,d9_6,464419.97312,429958.29904,auto
2006,147,deciduous,d9_6,464424.63008,429968.88304,auto
2038,63,deciduous,d9_6,464431.40384,429986.66416,auto
2378,1558,deciduous,d9_6,464503.37504,429670.20256,auto
