615,4338,conifer,c2_4,395130.1832,456081.73216,auto
102,363,deciduous,d13_6,395021.59136,456923.16016,auto
169,336,deciduous,d13_6,395035.77392,456928.87552,auto
326,280,deciduous,d13_6,395069.00768,456940.7296,auto
326,280,deciduous,d13_6,395069.00768,456940.7296,auto
421,118,deciduous,d13_6,395089.11728,456975.02176,auto
415,208,deciduous,d13_6,395087.8472,456955.97056,auto
576,104,deciduous,d13_6,395121.92768,456977.98528,auto
577,104,deciduous,d13_6,395122.13936,456977.98528,auto
1199,104,deciduous,d13_6,395253.80432,456977.98528,auto
1115,129,deciduous,d13_6,395236.0232,456972.69328,auto
503,164,deciduous,d13_6,395106.47504,456965.28448,auto
463,210,deciduous,d13_6,395098.00784,456955.5472,auto
1025,178,deciduous,d13_6,395216.972,456962.32096,auto
979,232,deciduous,d13_6,395207.23472,456950.89024,auto
1038,272,deciduous,deciduous,395219.8528686734,456942.33258545084,manual
898,198,deciduous,d13_6,395190.08864,456958.08736,auto
842,225,deciduous,d13_6,395178.23456,456952.372,auto
1015,562,deciduous,d13_6,395214.8552,456881.03584,auto
820,460,deciduous,d13_6,395173.5776,456902.6272,auto
959,533,deciduous,d13_6,395203.00112,456887.17456,auto
691,398,deciduous,d13_6,395146.27088,456915.75136,auto
583,389,deciduous,d13_6,395123.40944,456917.65648,auto
376,486,deciduous,d13_6,395079.59168,456897.12352,auto
313,513,deciduous,d13_6,395066.25584,456891.40816,auto
221,454,deciduous,d13_6,395046.78128,456903.89728,auto
252,365,deciduous,d13_6,395053.34336,456922.7368,auto
359,343,deciduous,d13_6,395075.99312,456927.39376,auto
359,343,deciduous,d13_6,395075.99312,456927.39376,auto
145,503,deciduous,d13_6,395030.6936,456893.52496,auto
223,599,deciduous,d13_6,395047.20464,456873.20368,auto
223,599,deciduous,d13_6,395047.20464,456873.20368,auto
122,678,deciduous,d13_6,395025.82496,456856.48096,auto
159,950,deciduous,d13_6,395033.65712,456798.904,auto
